dgp,setting,linearity_degree,N,rep,spec,estimand_type,estimand_id,g,t,k,method,post_mean,sd,q025,q05,q95,q975,p_bayes,surf_rmse,surf_mae,surf_n,surf_mape,surf_cover95,surf_len95,surf_cover90,surf_len90,true
canonical,PT_hold,1,200,0,pretrend_unit,PRE,k=-4,,,-4.0,pretrend,-0.04342255915861955,0.16236976266271438,-0.3661148773522087,-0.31028560398930466,0.22009160197911642,0.26775236097659827,0.3486666666666667,,,,,,,,,-0.0
canonical,PT_hold,1,200,0,pretrend_unit,PRE,k=-3,,,-3.0,pretrend,-0.0459408732612355,0.15446386973494194,-0.37567740992705784,-0.31776848986462947,0.20465839157533997,0.2682776152940518,0.2866666666666667,,,,,,,,,-0.0
canonical,PT_hold,1,200,0,pretrend_unit,PRE,k=-2,,,-2.0,pretrend,0.02843759224520223,0.1262572711586332,-0.21528355769056431,-0.16473664409692276,0.2851303369071665,0.35211288160912524,0.20733333333333334,,,,,,,,,-0.0
canonical,PT_hold,1,200,0,pretrend_unit,PRE,slope,,,,pretrend,0.013836559410937673,0.05809012972977333,-0.10390564983621738,-0.08156884481709233,0.10739444880680077,0.1281613315511579,0.36,,,,,,,,,0.0
canonical,PT_hold,1,200,0,pretrend_unit,PRE,any,,,,pretrend,,,,,,,0.20733333333333334,,,,,,,,,0.0
canonical,PT_hold,1,200,0,pretrend_unit,PRE,any_bonf,,,,pretrend,,,,,,,0.622,,,,,,,,,0.0
canonical,PT_hold,1,200,0,pretrend_unit,PRE_SUB,X1=0_k=-4,,,-4.0,pretrend,-0.027741455297016056,0.17392650771779752,-0.3661148773522084,-0.304788034322441,0.26262612681723996,0.3439522392597028,0.37533333333333335,,,,,,,,,-0.0
canonical,PT_hold,1,200,0,pretrend_unit,PRE_SUB,X1=0_k=-3,,,-3.0,pretrend,-0.04617276986542509,0.1556625578402707,-0.3838758033438494,-0.3177684898646295,0.2054691724986356,0.27149536559021864,0.288,,,,,,,,,-0.0
canonical,PT_hold,1,200,0,pretrend_unit,PRE_SUB,X1=0_k=-2,,,-2.0,pretrend,0.02888405552376728,0.1266037765643195,-0.21206804151461434,-0.16220780081432967,0.29258433093393243,0.35211288160912513,0.204,,,,,,,,,-0.0
canonical,PT_hold,1,200,0,pretrend_unit,PRE_SUB,X1=1_k=-4,,,-4.0,pretrend,-0.05379621248244956,0.17019002021562918,-0.4152315150335907,-0.3329546516207908,0.21789368442794851,0.26810352971320933,0.332,,,,,,,,,-0.0
